"","S001","S002","S003","S004","S005","S006","S007","S008","S009","S010","S011","S012","S013","S014","S015","S016","S017","S018","S019","S020","S021","S022","S023","S024","S025","S026","S027","S028","S029","S030","S031","S032","S033","S034","S035","S036","S037","S038","S039","S040","S041","S042","S043","S044","S045","S046","S047","S048","S049","S050","S051","S052","S053","S054","S055","S056","S057","S058","S059","S060","S061","S062","S063","S064","S065","S066","S067","S068","S069","S070","S071","S072","S073","S074","S075","S076","S077","S078","S079","S080","S081","S082","S083","S084","S085","S086","S087","S088","S089","S090","S091","S092","S093","S094","S095","S096","S097","S098","S099","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120"
"Gene00054",1,2,1,0,1,1,2,0,3,2,2,2,1,1,0,1,3,3,1,0,0,0,1,1,4,0,0,1,1,3,0,2,1,2,3,1,0,2,1,3,1,2,0,1,1,4,0,1,2,1,0,1,1,0,1,1,0,0,1,0,2,0,3,2,1,2,0,3,1,0,0,2,4,2,7,4,2,4,2,1,1,4,4,4,1,1,2,0,2,1,2,2,0,2,0,3,3,2,3,2,1,2,0,0,0,2,0,3,0,0,0,0,0,3,3,1,2,1,0,4
"Gene00055",3,0,2,1,4,2,7,5,1,5,3,0,6,0,5,4,0,3,4,1,1,1,10,4,1,3,0,2,1,2,5,4,6,6,3,3,3,7,5,7,4,2,5,7,4,3,4,6,6,6,2,3,10,6,3,3,6,6,3,2,1,6,1,2,3,1,1,3,6,0,4,1,7,2,7,4,1,1,4,2,4,2,1,3,1,3,4,0,2,7,4,7,0,9,5,4,3,9,6,8,5,4,1,3,4,5,5,3,1,3,1,2,4,9,3,6,3,5,3,7
"Gene00056",4,3,3,4,2,10,2,0,3,4,5,5,3,2,5,3,4,5,8,5,0,5,4,3,1,1,7,4,4,2,10,7,11,12,5,10,6,15,8,6,5,5,9,10,11,14,4,17,8,4,11,12,5,7,3,3,8,3,2,10,9,6,6,5,7,6,1,10,7,3,1,2,7,9,4,4,5,3,14,3,6,5,7,5,7,3,2,7,3,5,3,9,2,15,2,8,6,1,2,2,11,7,1,4,15,8,4,8,2,6,2,6,0,3,7,2,1,5,2,5
"Gene00057",14,13,22,16,16,8,15,12,15,9,10,16,17,7,25,6,10,20,24,12,39,18,23,9,33,14,17,37,18,24,20,24,22,9,21,17,12,17,10,20,8,6,9,14,11,7,19,21,12,14,6,11,18,17,8,12,8,12,9,10,21,8,15,4,12,1,8,10,4,8,7,14,6,22,21,16,11,10,9,11,9,16,10,13,16,12,4,23,5,11,3,10,3,6,5,17,3,6,13,6,6,16,9,14,12,6,3,9,13,17,5,17,5,15,4,9,7,14,5,0
"Gene00058",1,2,0,4,1,3,1,1,0,2,0,1,1,2,1,1,0,0,1,4,0,0,1,1,1,0,1,4,1,4,1,1,1,0,0,2,0,2,1,1,0,1,0,0,0,2,1,3,2,0,1,2,2,1,0,1,1,3,0,0,4,6,1,0,0,3,0,2,1,1,2,3,0,2,0,1,3,2,2,1,0,0,1,0,0,1,1,0,0,1,5,3,0,0,5,1,3,0,1,2,2,0,5,1,2,4,1,3,0,3,2,2,2,1,2,0,4,3,2,2
"Gene00059",25,13,21,10,16,12,26,13,5,10,17,12,10,16,26,23,18,16,22,15,17,8,22,20,9,11,16,18,12,14,19,12,32,6,13,10,18,11,13,11,14,6,11,25,10,8,10,20,9,15,11,23,3,17,3,13,10,12,9,8,5,20,17,14,12,7,10,10,17,8,9,11,10,19,24,13,8,13,17,4,7,14,14,17,15,10,15,17,10,5,9,21,13,10,17,23,9,7,5,8,16,7,10,23,15,7,22,6,8,8,19,11,15,9,9,6,14,7,11,9
"Gene00060",1,0,3,2,0,1,2,1,2,0,1,1,0,1,2,1,2,0,0,3,1,2,0,2,0,0,2,0,1,1,2,1,0,0,1,0,3,3,2,1,2,2,0,4,1,5,3,0,1,1,1,2,3,1,1,1,1,1,0,0,0,1,1,0,3,1,0,0,0,4,3,7,0,1,3,3,0,2,2,3,5,4,1,0,2,6,0,1,2,1,1,3,3,1,2,1,3,1,4,0,0,1,0,3,8,0,1,0,0,4,0,0,2,2,0,0,1,0,0,2
"Gene00061",12,9,11,6,9,4,3,5,5,4,9,3,6,1,16,7,5,2,3,3,7,4,0,9,4,12,6,6,6,11,4,8,8,5,4,5,5,8,6,2,2,7,6,8,9,9,2,6,5,3,3,4,3,11,4,3,7,4,7,6,6,1,5,3,3,4,4,4,1,3,4,12,3,3,5,9,4,6,8,2,5,9,4,11,3,9,7,2,7,1,1,6,5,0,6,13,5,7,2,4,1,13,6,8,6,2,7,6,3,13,6,8,1,6,5,10,6,11,8,7
"Gene00062",82,16,50,43,70,50,69,15,27,11,26,48,46,48,45,33,25,55,17,39,36,32,54,45,56,42,18,46,51,44,30,75,16,24,72,31,34,85,30,35,27,40,53,33,46,39,61,29,25,37,41,35,33,23,23,29,18,32,23,15,29,14,22,33,9,31,16,19,29,15,14,22,19,14,35,28,17,17,20,18,42,14,19,29,17,17,20,17,19,14,33,34,33,20,13,35,50,30,14,60,35,34,19,26,45,22,27,40,35,35,16,36,20,17,27,51,20,19,39,40
"Gene00063",2,2,4,2,4,1,6,2,4,3,5,6,3,1,2,7,2,1,1,3,3,1,9,2,4,1,1,6,7,3,7,4,5,1,5,3,0,7,5,2,3,3,4,4,1,5,4,3,1,1,3,1,3,3,1,8,4,5,1,2,12,3,4,3,2,4,1,5,3,3,1,4,3,5,4,7,2,7,5,9,4,15,6,4,7,6,7,1,1,13,3,2,4,1,0,2,4,5,1,3,3,2,0,3,1,5,1,0,4,2,2,5,4,1,3,1,1,1,3,2
"Gene00064",4,0,3,3,4,1,5,0,2,3,3,2,4,0,1,1,0,0,2,5,2,3,1,1,2,3,0,1,5,5,1,3,3,2,1,2,1,3,0,1,0,1,0,1,0,1,2,1,2,1,2,0,1,1,0,0,0,1,0,1,3,1,0,2,4,0,1,1,2,1,3,1,4,0,3,0,0,2,0,0,1,2,1,0,1,5,4,2,0,3,1,2,4,2,4,7,5,4,1,0,0,4,2,0,2,4,5,2,3,2,1,2,0,3,5,2,2,2,2,1
"Gene00065",4,5,2,5,1,4,4,4,6,6,3,2,4,9,5,7,8,4,1,4,4,12,1,11,0,2,2,6,1,6,2,0,1,4,7,2,1,9,4,1,1,5,2,17,7,5,5,11,0,2,7,3,8,3,2,5,3,4,3,8,3,6,3,15,1,3,1,6,1,9,5,8,3,3,4,6,3,5,6,8,2,2,1,5,3,4,11,3,3,11,5,16,2,13,9,4,2,6,5,7,2,4,4,5,4,18,3,5,7,6,3,12,6,6,3,6,2,11,4,7
"Gene00066",30,21,18,22,26,12,14,23,12,20,14,11,29,16,21,25,9,21,20,18,20,22,19,27,11,9,14,16,16,28,9,8,26,8,26,20,8,6,14,6,23,19,14,18,18,15,16,19,15,13,6,8,6,8,8,13,12,17,7,16,18,19,26,13,25,16,12,20,16,28,20,26,14,17,30,30,20,15,29,14,33,26,25,65,17,21,34,18,21,32,20,12,12,15,19,11,10,10,15,14,14,20,15,10,12,14,12,13,11,10,8,18,19,14,5,23,16,14,6,14
"Gene00067",0,1,4,1,2,1,0,1,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,1,1,1,0,3,0,0,1,1,0,1,0,0,2,1,0,5,2,0,0,2,1,1,0,1,0,1,1,1,1,0,2,3,2,2,3,2,1,0,0,1,0,0,2,2,2,0,1,3,2,1,4,5,1,1,0,0,2,2,0,0,1,1,1,2,1,1,2,1,1,2,0,3,2,1,2,1,0,2,0,0,1,0,0,1,0,1,1,1
"Gene00068",27,11,36,11,5,5,33,26,11,15,11,12,13,3,26,29,18,7,24,10,13,10,27,15,22,8,8,17,15,15,2,7,23,8,10,14,3,9,8,14,16,13,2,12,8,3,9,14,3,1,5,12,6,1,10,1,2,10,8,8,10,20,10,4,9,7,8,9,7,17,4,17,9,11,19,6,13,14,19,8,14,16,15,22,7,3,11,7,9,19,22,6,20,12,16,10,8,12,4,11,14,15,13,6,9,10,8,7,14,8,17,9,10,14,1,11,8,7,13,13
"Gene00069",4,7,15,4,8,5,12,9,6,5,0,2,8,2,5,4,5,7,5,7,8,4,12,7,6,3,6,8,11,3,11,12,18,6,13,4,11,10,15,10,9,7,5,10,14,11,7,18,16,18,8,2,13,7,8,7,7,7,11,11,11,14,12,6,14,12,5,11,6,12,4,6,11,16,14,20,5,8,10,8,8,16,8,9,12,14,15,14,15,13,7,11,10,8,8,15,6,14,7,10,11,9,9,9,14,14,14,10,15,3,10,7,5,12,9,10,4,6,14,12
"Gene00070",3,4,1,1,8,2,3,1,4,3,4,2,1,0,2,4,1,2,6,1,4,4,1,5,1,2,2,4,2,2,25,5,8,8,9,2,1,5,8,6,18,5,5,9,9,6,7,18,11,2,3,3,5,5,6,7,14,7,2,5,1,14,4,8,4,5,2,6,4,5,1,5,8,8,4,10,1,2,7,0,8,3,1,0,7,4,4,5,2,4,5,5,3,2,3,12,12,7,5,1,2,10,10,6,4,5,9,1,2,8,1,3,3,13,4,6,4,2,3,4
"Gene00071",5,0,5,6,3,4,5,4,4,2,4,1,2,1,0,3,2,2,5,2,2,2,5,3,5,1,6,7,8,1,4,3,7,1,2,1,3,5,8,2,1,4,4,2,3,4,4,7,0,5,2,3,3,1,2,4,2,2,4,1,3,0,3,4,5,1,2,2,3,3,1,5,5,2,3,1,4,8,3,0,6,6,3,5,7,1,3,1,1,4,9,3,4,3,7,2,7,5,4,5,6,3,0,3,5,2,7,6,2,3,7,5,5,9,3,6,2,6,8,4
"Gene00072",0,0,4,2,0,0,5,3,1,2,0,4,1,0,2,3,5,2,0,4,1,0,0,4,0,1,0,1,2,3,2,5,6,2,5,2,4,0,4,0,5,7,0,0,2,1,0,0,4,4,1,1,3,0,3,1,2,1,7,2,1,4,3,2,4,0,1,0,1,0,2,1,1,6,4,2,0,3,4,1,4,1,1,4,2,2,3,3,2,5,1,3,5,0,6,3,3,1,3,3,5,0,0,4,3,1,3,4,2,2,4,3,3,3,0,3,3,2,1,5
"Gene00073",3,1,1,1,2,2,0,1,1,4,5,1,0,2,3,0,1,4,1,2,0,3,4,0,2,0,0,1,1,5,5,1,4,2,3,2,0,2,2,3,1,2,2,3,0,0,2,1,3,2,0,1,1,2,3,1,1,2,2,1,3,4,0,2,1,3,1,2,7,4,2,0,6,2,2,1,1,1,3,3,1,3,2,1,1,1,1,1,3,0,0,0,4,1,3,7,1,1,1,0,1,2,1,2,3,0,5,1,0,1,0,2,0,2,4,5,5,6,0,2
"Gene00074",2,3,6,3,4,5,6,1,4,5,5,5,11,4,9,3,4,1,5,8,3,4,7,3,8,4,2,3,6,15,3,5,8,9,10,3,4,5,8,8,2,5,7,7,0,4,8,11,8,5,4,8,2,7,5,7,1,4,4,2,6,2,4,6,6,4,3,7,5,4,1,7,6,6,4,1,6,5,7,5,8,6,3,5,4,9,6,3,3,8,5,2,5,1,3,7,5,9,9,2,4,4,5,8,8,14,5,4,6,4,3,5,10,3,3,11,2,9,7,3
"Gene00075",40,27,29,25,14,10,38,34,10,20,24,15,12,18,44,31,22,35,22,12,19,16,18,20,32,16,23,25,25,29,30,24,43,22,26,17,11,32,11,18,39,17,20,33,21,26,30,30,29,21,23,21,28,26,22,21,10,36,20,25,10,12,19,20,17,15,21,16,12,18,18,14,19,38,16,15,23,20,25,11,14,20,23,29,19,32,17,26,20,28,21,16,19,18,29,7,27,17,14,22,17,16,20,16,29,18,23,26,25,21,11,24,17,9,25,36,13,19,14,10
"Gene00076",3,2,1,2,5,2,8,1,3,3,0,0,2,1,1,0,3,3,4,3,3,3,3,1,2,1,2,2,2,4,4,2,2,2,3,3,3,3,0,3,4,3,1,0,0,4,5,6,3,1,3,0,3,4,3,2,4,1,3,2,5,1,5,4,5,3,5,1,3,1,7,4,3,5,1,4,1,3,6,0,7,7,1,6,3,8,6,11,0,5,6,5,2,1,4,3,2,3,3,2,1,6,1,2,6,0,6,0,2,3,2,6,2,4,6,4,1,3,1,8
"Gene00077",0,0,2,0,1,2,2,1,1,2,0,0,0,1,0,0,0,1,0,0,1,1,1,1,4,3,0,1,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,2,1,2,0,3,1,1,1,1,0,0,0,1,4,0,0,2,1,2,0,4,1,0,0,1,0,1,1,0,1,5,0,1,1,3,0,0,3,0,0,0,1,0,2,0,1,0,0,0,2,2,0,0,0,1,0,2,1,0,1,0,0,2,0,1,0,2,0,0,4,0,1,3
"Gene00078",1,1,4,1,1,2,5,1,0,3,3,3,1,1,2,2,3,2,4,2,5,1,3,4,1,0,2,0,1,2,1,2,1,1,2,2,1,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,2,2,0,2,3,2,2,0,1,2,0,3,2,2,3,1,4,2,4,2,1,2,5,4,3,1,2,1,4,0,2,2,3,2,3,2,2,4,2,1,4,0,1,5,2,2,0,5,0,5,1,1,2,2,4,1,0,4,3,3,2,0,1,0,1,0,1,0
"Gene00079",0,9,4,2,4,5,8,3,3,8,2,4,6,4,11,2,6,2,2,5,4,3,3,6,4,11,3,0,7,3,2,6,3,2,2,2,5,13,3,2,2,6,4,2,2,8,8,5,2,3,2,4,7,2,2,4,4,3,4,0,1,7,5,2,6,2,1,0,3,2,1,6,2,5,7,3,0,0,6,4,3,6,3,3,7,2,6,2,0,7,6,2,2,4,2,2,5,2,1,2,3,5,4,5,3,4,4,0,3,3,4,3,2,3,2,10,1,4,2,1
"Gene00080",6,4,3,5,2,1,13,2,3,3,2,1,3,1,3,1,2,0,4,2,2,0,1,2,0,0,3,6,1,6,1,0,5,2,2,4,0,5,0,2,4,2,6,5,2,3,3,2,0,1,5,1,4,2,1,2,3,2,5,1,1,3,1,5,2,2,1,2,0,4,0,1,1,0,0,3,4,1,3,2,1,2,1,4,0,1,5,3,2,1,5,0,2,0,5,5,2,1,5,4,2,6,2,3,7,2,1,2,0,1,2,1,1,3,1,3,1,4,2,2
"Gene00081",5,5,3,4,8,1,6,5,4,5,2,1,2,3,6,2,1,1,1,3,4,9,5,4,0,6,3,4,4,6,2,3,2,0,8,4,2,3,3,4,2,1,0,2,4,1,3,1,2,1,3,2,2,2,3,4,1,11,3,6,1,2,0,6,4,5,4,5,3,1,2,6,6,5,5,3,2,4,3,2,7,5,5,5,9,7,4,4,10,1,10,3,10,6,3,4,8,6,4,3,0,1,1,8,8,5,3,0,2,6,7,10,1,4,9,3,6,3,3,3
"Gene00082",4,2,3,2,4,3,7,8,3,4,1,6,5,5,0,1,1,4,2,6,3,3,3,2,0,3,1,4,4,7,4,2,5,6,1,1,2,4,3,1,2,3,3,0,4,4,0,3,3,4,1,3,2,2,3,2,4,1,1,0,10,4,7,7,6,6,3,3,3,1,1,2,3,7,7,5,3,2,7,1,7,8,5,5,8,6,10,5,4,8,1,2,0,2,1,6,3,4,2,1,1,4,3,3,1,2,3,0,2,2,1,1,1,2,1,3,2,2,0,2
"Gene00083",1,2,1,0,2,2,4,1,0,2,0,0,1,0,4,1,0,1,0,2,2,1,4,0,0,1,1,0,1,4,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,1,0,3,1,1,3,0,0,1,0,1,0,0,2,2,0,0,1,2,1,0,1,0,0,0,1,1,0,2,0,3,0,1,1,1,1,1,0,2,1,3,0,1,1,0,3,0,0,1,1,2,1,0,1,0,0,1,2,3,0,2,1,1,0,0,2,0,0,1,1,1,2,1,1,1
"Gene00084",2,4,2,2,1,1,5,6,7,2,3,3,2,0,3,2,2,2,4,2,4,2,5,0,5,2,7,6,3,5,3,4,4,1,0,1,2,0,2,3,1,2,0,2,1,1,3,5,3,1,0,1,3,1,2,1,0,0,1,2,0,1,0,3,1,4,3,1,3,1,0,5,3,1,6,4,6,2,1,3,1,2,3,5,5,6,2,1,2,8,0,2,2,2,5,8,0,1,1,3,0,2,2,3,3,0,5,2,2,1,1,3,3,4,4,2,3,6,3,3
"Gene00085",3,3,10,12,0,2,14,5,7,8,1,8,15,11,11,8,8,4,5,9,8,2,14,4,3,3,5,0,3,5,8,6,4,2,8,2,5,7,6,4,5,9,3,8,4,2,3,8,4,7,4,11,3,7,6,5,3,8,3,9,17,7,12,5,24,3,4,14,8,6,0,7,8,11,15,9,14,7,3,9,12,10,11,10,9,6,7,4,1,16,3,4,2,3,2,5,13,1,7,5,7,3,5,7,9,7,6,3,1,5,4,10,2,1,9,6,5,14,2,5
"Gene00086",0,2,2,0,7,1,2,5,1,1,0,2,4,1,3,3,3,3,3,6,3,5,5,2,2,0,3,6,6,6,3,2,19,1,5,0,3,0,7,3,2,3,7,2,1,7,16,2,1,1,5,1,4,1,5,2,1,1,6,1,16,3,6,3,3,1,12,2,3,2,2,3,6,3,7,1,7,4,5,10,7,10,1,2,15,1,10,8,2,1,5,4,8,3,4,1,0,3,13,3,1,0,11,0,5,2,10,0,5,3,4,0,1,1,1,1,2,1,1,2
"Gene00087",5,4,11,5,8,3,11,6,11,4,3,4,6,6,5,5,8,4,5,6,6,4,3,6,7,3,2,4,10,4,14,2,5,6,4,5,6,3,6,3,4,7,3,8,7,3,11,11,5,8,3,6,9,5,7,5,2,10,1,8,2,1,5,2,7,4,4,1,1,3,4,2,6,4,8,5,5,3,5,0,5,5,4,8,11,2,5,2,1,3,10,6,3,7,7,12,9,8,11,6,4,4,4,4,12,2,6,5,5,4,3,3,9,2,5,5,8,6,1,7
"Gene00088",1,6,0,3,1,3,4,3,0,1,3,3,1,0,3,3,5,0,2,2,0,6,1,3,5,2,2,0,9,2,2,2,2,1,3,0,3,2,1,3,1,1,0,1,2,4,1,1,3,1,1,0,4,5,3,1,1,3,1,0,6,4,1,4,2,1,1,3,2,1,1,4,4,0,3,3,2,4,4,0,3,0,2,2,3,4,2,0,1,3,3,3,5,1,6,5,2,0,5,2,5,1,2,0,5,4,2,3,3,2,3,2,3,3,4,4,3,4,1,1
"Gene00089",0,2,4,3,2,3,8,3,2,4,1,1,4,3,10,3,4,3,6,3,3,2,5,2,4,0,6,5,9,3,0,4,8,4,8,5,5,5,3,2,6,2,1,0,1,2,0,5,5,3,5,0,4,6,2,6,3,2,1,6,3,3,3,2,2,0,5,3,1,3,1,4,2,1,4,3,3,3,2,4,2,1,2,2,1,3,4,0,0,3,1,2,3,3,0,6,2,3,3,2,3,4,1,12,4,5,1,5,2,1,4,3,3,1,4,2,1,7,3,1
"Gene00090",1,1,0,1,3,1,2,0,0,2,0,1,0,0,2,2,1,0,2,2,2,1,1,1,0,3,1,2,2,1,1,0,1,3,0,0,2,0,0,1,0,5,0,2,1,3,1,2,5,1,1,2,3,0,1,2,0,0,0,1,1,0,1,2,3,0,0,2,0,0,0,3,1,1,1,2,4,1,3,2,2,3,0,2,0,0,4,0,0,1,1,3,0,1,1,0,3,2,6,0,0,1,1,2,0,2,1,0,3,0,1,0,0,2,0,1,1,3,1,1
"Gene00091",8,3,3,1,5,5,10,5,1,1,8,1,11,2,10,3,7,4,4,4,0,1,0,6,7,1,4,2,2,11,2,1,8,6,5,3,2,5,3,1,4,5,9,0,2,8,14,10,5,8,2,5,4,7,1,11,1,14,1,2,0,3,1,2,5,2,2,2,1,0,4,3,1,1,0,1,0,4,1,0,3,2,3,1,1,2,3,1,1,0,11,2,5,1,2,3,5,1,6,1,2,1,3,0,2,1,6,2,4,2,3,6,0,1,2,9,0,3,3,2
"Gene00092",6,3,9,7,6,3,3,4,2,6,1,1,6,4,7,0,4,3,6,6,5,2,4,3,6,5,5,1,1,2,1,2,6,3,5,2,4,4,3,8,4,2,6,2,2,2,2,0,7,4,0,1,3,2,2,2,1,3,0,2,4,4,3,3,4,2,8,1,7,1,2,4,3,3,3,4,6,0,6,7,4,4,1,8,5,5,6,4,2,6,4,7,5,1,4,5,8,3,6,5,1,5,3,2,10,4,13,5,4,0,2,1,3,5,5,3,4,3,4,6
"Gene00093",31,14,25,24,14,10,22,34,23,7,9,22,20,24,32,6,10,23,19,31,34,21,12,15,29,12,29,29,23,21,23,15,18,13,25,13,14,19,17,14,11,32,11,24,7,8,13,20,10,11,15,15,13,10,7,8,10,11,26,30,19,20,10,11,10,24,9,11,15,22,15,26,15,31,11,12,10,14,24,5,18,28,20,12,13,26,13,20,14,28,15,14,15,12,12,22,14,11,8,16,17,17,10,22,8,14,27,11,9,19,11,21,11,10,15,16,11,25,14,16
"Gene00094",0,23,4,4,19,6,10,3,11,5,2,5,1,2,10,5,4,9,4,6,4,12,10,4,5,11,8,10,3,7,15,14,16,2,14,6,7,13,7,1,5,6,7,5,3,12,4,2,14,8,0,8,3,4,3,3,11,7,7,3,8,2,10,5,10,10,6,14,11,7,11,21,15,23,10,5,1,13,16,2,8,12,3,5,3,6,5,4,9,3,3,6,1,3,9,4,10,0,3,1,10,2,2,2,2,4,1,12,6,6,4,8,7,8,1,11,2,3,0,2
"Gene00095",0,4,2,1,0,3,2,2,0,1,2,0,2,1,0,0,0,2,1,3,0,1,1,3,0,2,3,2,1,2,4,1,1,2,5,2,3,1,5,1,2,3,3,4,1,5,0,2,0,0,2,2,6,4,0,0,4,3,4,3,0,1,0,0,3,1,0,1,3,0,0,0,1,1,3,0,6,4,3,2,4,3,2,1,2,0,7,2,0,6,2,3,2,3,1,2,1,2,1,2,3,3,1,2,3,0,2,1,2,0,0,1,2,1,2,1,1,2,0,3
"Gene00096",1,4,3,1,2,1,6,4,0,1,4,3,0,6,2,3,1,3,4,3,2,3,4,2,2,5,2,3,3,1,4,5,9,3,8,1,2,2,5,5,1,4,2,3,2,6,1,5,4,4,2,4,3,3,5,3,3,2,2,3,5,1,2,8,6,3,3,9,3,3,0,10,4,4,8,2,3,3,1,3,6,3,2,4,4,2,6,4,6,5,7,2,5,4,3,3,4,1,1,3,3,5,4,4,1,1,2,6,2,2,2,3,4,3,3,2,2,2,4,1
"Gene00097",1,0,2,5,1,2,7,0,3,1,0,1,1,1,2,0,1,0,2,0,2,1,0,0,3,0,1,0,1,1,0,0,2,1,2,0,1,1,1,0,0,0,2,0,0,0,2,1,0,0,1,2,2,0,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,2,0,0,2,2,1,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"Gene00098",1,1,8,8,12,3,4,6,11,9,8,7,14,11,7,12,6,4,7,8,8,3,13,5,1,7,12,7,12,11,9,4,7,11,14,7,4,4,6,7,5,10,11,7,4,10,8,5,8,4,8,5,2,10,10,9,17,9,4,2,13,4,25,12,6,10,5,6,4,3,1,6,13,0,18,3,13,4,14,5,10,7,10,6,8,8,21,11,3,10,2,7,3,4,10,11,3,2,9,1,5,11,1,5,17,4,13,10,5,10,0,10,1,3,4,5,4,2,3,5
"Gene00099",9,9,8,3,5,19,12,12,1,11,7,11,5,3,14,17,4,16,7,18,8,15,6,19,9,4,11,16,6,11,17,6,29,16,7,21,8,17,11,10,7,20,8,19,9,23,20,23,6,10,2,12,13,15,4,16,10,19,5,8,5,7,13,7,11,18,4,13,5,2,6,5,11,12,13,8,1,18,12,4,9,11,11,24,9,8,5,14,4,16,3,3,6,9,9,5,8,13,9,5,2,9,4,18,7,6,6,7,3,12,5,3,2,9,4,10,5,20,10,7
"Gene00100",15,8,35,21,14,6,23,17,32,4,12,9,36,9,19,19,13,18,29,31,7,9,34,7,22,15,17,17,20,17,37,32,56,35,71,12,24,33,25,24,19,35,17,38,32,15,25,20,24,23,22,6,29,15,20,31,24,38,11,26,11,7,5,16,10,22,11,9,12,18,8,23,11,22,25,30,8,26,3,14,25,25,18,41,17,12,17,7,4,32,19,20,22,7,16,9,7,7,18,10,16,19,4,13,10,13,16,12,11,9,5,25,4,8,5,14,10,15,21,6
"Gene00101",8,5,4,6,3,9,5,10,5,3,3,2,7,6,6,3,5,7,5,4,3,1,6,3,9,6,8,5,4,5,3,4,10,5,9,3,3,1,3,3,3,6,3,5,2,2,2,6,4,1,1,3,9,3,0,6,2,6,6,4,6,1,9,1,2,3,2,5,2,3,4,3,3,4,4,1,7,5,5,2,3,2,5,4,4,2,2,3,2,3,0,4,6,2,4,11,4,4,2,2,0,1,2,2,9,1,3,7,6,2,3,1,3,2,3,0,7,1,3,7
"Gene00102",0,4,1,2,2,0,2,3,1,3,0,0,2,3,4,2,5,3,5,1,1,0,3,2,1,1,3,4,4,2,0,1,1,0,3,2,3,0,0,1,1,1,0,0,2,1,1,5,1,1,0,1,1,3,0,3,0,1,2,0,2,1,1,1,2,0,2,1,2,1,2,3,2,0,2,3,0,2,1,3,1,2,2,4,2,1,1,3,3,0,1,1,2,1,0,2,1,4,0,2,0,3,1,2,2,2,0,3,2,1,2,2,3,3,2,2,0,2,5,1
"Gene00103",0,0,3,4,2,1,4,2,1,1,2,1,1,1,1,2,3,0,2,1,1,0,4,3,2,4,3,4,3,6,2,5,2,2,1,1,4,6,1,6,1,1,3,5,2,4,5,3,0,1,6,3,2,6,1,3,4,2,4,0,3,3,2,9,5,4,3,4,3,1,4,3,5,4,2,6,4,9,5,1,5,5,9,3,4,3,4,4,2,7,5,0,7,2,3,3,3,4,3,7,7,2,2,4,8,1,2,1,2,6,3,9,1,12,0,7,5,2,4,3
"Gene00104",1,4,4,1,0,0,1,3,0,3,2,2,2,2,5,1,6,1,2,2,3,3,0,3,0,1,0,1,1,0,7,0,5,5,4,1,2,7,1,3,3,3,3,4,5,4,5,8,4,1,3,3,8,0,7,5,1,5,1,3,4,0,2,1,3,0,1,0,0,0,1,2,1,1,3,2,1,1,2,1,2,1,2,2,1,0,1,0,0,1,2,6,2,2,4,2,4,0,0,1,2,3,0,0,3,0,8,0,0,0,2,1,2,0,1,2,2,3,1,0
"Gene00105",1,3,3,2,0,1,4,0,2,4,0,1,1,0,1,3,0,3,1,2,1,2,9,0,1,0,1,4,0,1,2,0,0,2,0,1,0,4,0,2,0,0,1,2,2,0,2,0,2,1,1,0,0,1,1,3,0,2,1,6,3,0,0,1,1,0,1,1,1,1,1,0,0,0,1,2,1,4,0,2,1,1,2,2,0,1,1,1,2,3,0,1,1,1,0,3,3,2,1,2,1,0,3,1,1,1,1,1,0,1,2,0,2,5,1,0,1,1,1,3
"Gene00106",5,0,1,2,2,5,8,3,1,1,3,1,1,0,3,1,7,1,3,1,2,3,3,1,3,4,5,7,9,3,12,9,9,3,10,5,2,5,2,6,6,2,3,1,0,4,2,7,7,2,3,3,6,3,0,9,1,7,2,2,2,1,7,1,8,4,2,7,2,0,3,6,3,8,4,7,4,6,3,2,4,0,2,2,2,3,5,4,2,6,0,1,0,0,0,1,3,2,0,2,2,2,2,1,4,3,1,0,0,1,0,6,2,2,0,4,3,5,3,1
"Gene00107",1,1,0,1,0,1,2,3,2,2,0,0,0,0,2,1,0,0,2,1,0,0,1,2,3,0,1,1,1,1,0,2,1,1,1,0,0,2,0,0,2,1,2,0,0,1,1,0,2,1,0,1,1,0,1,2,1,2,0,1,0,1,0,2,1,3,4,4,2,1,2,1,4,2,2,2,1,1,1,2,2,2,0,2,3,2,2,3,0,0,2,3,0,2,0,2,2,2,1,0,1,2,3,2,2,5,2,1,2,0,3,0,2,1,0,1,5,2,3,2
"Gene00108",1,7,4,6,5,3,4,4,4,7,3,3,3,5,7,2,3,4,4,4,4,7,6,4,4,3,3,1,3,3,4,4,4,3,7,1,7,6,4,2,0,2,5,3,1,5,4,9,0,7,3,6,3,1,0,9,1,7,0,3,3,4,2,3,4,2,1,5,3,3,2,2,6,2,2,7,3,0,5,6,3,2,4,5,3,2,7,5,3,11,3,2,5,2,7,1,3,5,7,0,1,2,4,4,1,1,5,1,1,2,2,2,4,9,1,6,4,2,4,5
